id,代数,次数,三维1,三维2,三维3,重量,价格
66367,19,0,1.3,1.4,1.5,0,2
136255,23,2,1.6,1,1.8,0,2
132928,15,0,1.4,1.1,1.5,0,2
36160,16,0,1.8,1.6,1.2,0,2
44097,17,1,1.5,1.9,1.8,3.66,2
124481,20,0,1.7,1.5,1.4,0,2
98114,16,0,1,1.8,1.7,0,2
176706,25,0,1,1.1,1.3,0,2
116034,16,1,1,1,1.5,0,2
175939,17,0,1.8,1.6,1.5,0,2
133956,18,0,1.3,1.3,1.6,0,2
88900,14,0,1.1,1.4,1.2,0,2
177220,20,0,1.1,1.4,1.8,0,2
118596,17,0,1,1.3,1.6,0,2
138309,16,0,1,1.1,1.9,0,2
164933,14,0,1.4,1.1,1.3,0,2
77894,14,0,1,1.1,1.4,0,2
103750,18,0,1.1,1.2,1.3,0,2
104774,16,0,1.7,1.3,1,0,2
